max_temp,min_temp,igmin,min_grass,pressure_cbl,wind_speed,max_10minute_wind,dir_10minute_wind,max_gust,sun,dos,soil,potential_evap,evap,smd_wd,smd_md,smd_pd,Latitude,Longitude,year,month,day,temp_range,smd_combined,heatwave,high_wind,Cluster,extreme_rain,solar_cluster,extreme_gust,date,temperature_forecast
-0.27,-0.36,1.0,-1.18,997.9,-0.31,-0.26,0.89,-0.4,4.2,-0.02,9.35,0.7,-0.86,0.0,-0.2,-0.2,53.43,-6.24,1979.0,10.0,28.0,7.5,-0.13,1.0,1.0,2.0,0.0,1.0,0.0,1979-10-28,-0.2083488400521449
-0.48,-0.48,0.0,-0.29,998.8,-0.45,-0.88,0.42,-0.91,0.4,-0.02,8.62,0.6,-0.92,0.0,-0.1,-0.3,53.43,-6.24,1979.0,10.0,29.0,7.0,-0.13,1.0,1.0,0.0,0.0,0.0,0.0,1979-10-29,-0.2083488400521449
0.48,0.6,0.0,0.62,990.8,0.92,0.96,0.07,1.05,0.6,-0.02,10.55,0.8,-0.79,0.0,-3.45,-3.45,53.43,-6.24,1979.0,10.0,30.0,6.9,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-10-30,-0.2083488400521449
-0.15,0.22,0.0,0.21,990.0,0.74,0.96,0.54,1.15,6.7,-0.02,9.88,1.0,-0.65,0.5,0.5,-3.45,53.43,-6.24,1979.0,10.0,31.0,5.5,-0.82,1.0,1.0,0.0,0.0,2.0,1.0,1979-10-31,-0.2083488400521449
-0.4,-0.14,0.0,-0.04,1001.6,0.51,0.2,0.42,0.12,7.0,-0.02,8.18,1.2,-0.44,1.6,1.6,-2.3,53.43,-6.24,1979.0,11.0,1.0,5.9,0.3,1.0,1.0,0.0,0.0,2.0,1.0,1979-11-01,-0.2083488400521449
0.01,-0.34,0.0,-0.39,1007.2,-0.22,0.04,-0.51,0.22,0.2,-0.02,8.3,0.6,-0.92,0.0,-3.45,-3.45,53.43,-6.24,1979.0,11.0,2.0,8.8,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-11-02,-0.2083488400521449
0.87,1.01,0.0,1.04,1000.3,2.08,1.57,0.19,1.56,1.8,-0.02,11.82,1.3,-0.38,1.3,1.3,-3.45,53.43,-6.24,1979.0,11.0,3.0,7.0,-0.28,1.0,1.0,0.0,0.0,0.0,1.0,1979-11-03,-0.2083488400521449
-0.54,-0.0,0.0,0.17,997.1,1.54,2.19,0.42,2.08,4.2,-0.02,9.7,0.8,-0.72,0.0,-0.1,-3.45,53.43,-6.24,1979.0,11.0,4.0,4.6,-1.18,1.0,1.0,0.0,0.0,1.0,1.0,1979-11-04,-0.2083488400521449
-0.64,-0.25,0.0,-0.29,992.8,1.14,0.96,0.31,0.64,0.6,-0.02,7.85,0.7,-0.79,0.7,0.7,-3.45,53.43,-6.24,1979.0,11.0,5.0,5.2,-0.68,1.0,1.0,0.0,0.0,0.0,1.0,1979-11-05,-0.2083488400521449
-0.66,0.02,0.0,0.56,991.1,0.25,0.96,0.77,1.15,0.0,-0.02,9.07,0.6,-0.92,0.5,0.5,-3.45,53.43,-6.24,1979.0,11.0,6.0,3.9,-0.82,1.0,1.0,0.0,0.0,0.0,1.0,1979-11-06,-0.2083488400521449
-0.09,-0.23,0.0,0.12,988.2,-0.05,2.19,0.66,2.08,0.0,-0.02,8.43,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,1979.0,11.0,7.0,7.8,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-11-07,-0.2083488400521449
-1.01,-0.79,0.0,-0.31,993.4,0.42,0.04,0.31,0.53,3.7,-0.02,7.02,0.7,-0.86,0.7,0.7,-3.45,53.43,-6.24,1979.0,11.0,8.0,5.8,-0.68,1.0,1.0,0.0,0.0,1.0,1.0,1979-11-08,-0.2083488400521449
-1.09,-1.13,0.0,-0.77,1002.1,0.42,0.04,1.83,0.12,6.2,-0.02,5.55,0.7,-0.86,1.4,1.4,-3.45,53.43,-6.24,1979.0,11.0,9.0,6.9,-0.22,1.0,1.0,0.0,0.0,2.0,1.0,1979-11-09,-0.2083488400521449
-1.03,-1.24,1.0,-0.93,1010.5,0.42,-0.26,0.31,-0.29,6.5,-0.02,4.88,0.7,-0.86,2.1,2.1,-3.45,53.43,-6.24,1979.0,11.0,10.0,7.7,0.25,1.0,1.0,2.0,0.0,2.0,1.0,1979-11-10,-0.2083488400521449
-0.36,-0.79,0.0,-0.37,1000.2,0.6,0.2,1.71,0.53,0.7,-0.02,6.28,0.6,-0.92,2.3,2.3,-3.45,53.43,-6.24,1979.0,11.0,11.0,9.0,0.38,1.0,1.0,0.0,0.0,0.0,1.0,1979-11-11,-0.2083488400521449
-1.31,-1.47,1.0,-1.46,1001.3,-0.72,-0.88,1.12,-0.91,8.1,-0.02,5.12,0.5,-1.06,2.8,2.8,-3.45,53.43,-6.24,1979.0,11.0,12.0,7.3,0.72,1.0,1.0,2.0,0.0,2.0,0.0,1979-11-12,-0.2083488400521449
-1.25,-1.6,1.0,-1.83,991.0,-0.07,0.35,0.89,0.22,1.6,-0.02,4.03,0.4,-1.13,0.6,0.6,-3.45,53.43,-6.24,1979.0,11.0,13.0,8.2,-0.75,1.0,1.0,2.0,1.0,0.0,1.0,1979-11-13,-0.2083488400521449
-1.36,-1.31,0.0,-0.73,983.5,0.74,0.04,0.66,0.22,4.7,-0.02,4.82,0.7,-0.92,1.3,1.3,-3.45,53.43,-6.24,1979.0,11.0,14.0,6.4,-0.28,1.0,1.0,0.0,0.0,1.0,1.0,1979-11-14,-0.2083488400521449
-1.38,-1.49,1.0,-1.18,988.4,0.18,-0.57,1.01,-0.5,7.4,-0.02,3.78,0.5,-1.06,1.7,1.7,-3.45,53.43,-6.24,1979.0,11.0,15.0,7.1,-0.02,1.0,1.0,2.0,0.0,2.0,0.0,1979-11-15,-0.2083488400521449
-1.29,-1.38,1.0,-1.29,994.8,-0.36,-0.57,1.12,-0.81,7.2,-0.02,3.15,0.5,-1.06,2.2,2.2,-3.45,53.43,-6.24,1979.0,11.0,16.0,7.0,0.32,1.0,1.0,2.0,0.0,2.0,0.0,1979-11-16,-0.2083488400521449
-0.58,-0.79,1.0,-1.08,992.8,0.65,0.81,0.42,0.84,0.0,-0.02,4.78,0.7,-0.79,0.1,0.1,-3.45,53.43,-6.24,1979.0,11.0,17.0,7.9,-1.08,1.0,1.0,0.0,1.0,0.0,1.0,1979-11-17,-0.2083488400521449
-0.87,-0.45,0.0,-0.41,996.3,1.75,1.57,0.77,1.98,3.8,-0.02,4.9,1.1,-0.58,1.1,1.1,-3.45,53.43,-6.24,1979.0,11.0,18.0,5.0,-0.42,1.0,1.0,0.0,0.0,1.0,1.0,1979-11-18,-0.2083488400521449
-0.81,-0.57,0.0,-0.31,1009.2,-1.21,-1.03,0.42,-1.01,1.2,-0.02,5.52,0.4,-1.06,1.6,1.6,-3.45,53.43,-6.24,1979.0,11.0,19.0,5.8,-0.08,1.0,1.0,2.0,0.0,0.0,0.0,1979-11-19,-0.2083488400521449
-0.5,-0.86,1.0,-1.77,1017.7,-1.52,-1.64,-0.86,-1.63,2.9,-0.02,4.7,0.3,-1.2,1.8,1.8,-3.45,53.43,-6.24,1979.0,11.0,20.0,8.6,0.05,1.0,1.0,2.0,0.0,1.0,0.0,1979-11-20,-0.2083488400521449
-0.01,0.31,1.0,-0.85,1017.8,-0.78,-0.72,0.19,-0.6,1.7,-0.02,6.85,0.4,-1.13,2.2,2.2,-3.3,53.43,-6.24,1979.0,11.0,21.0,5.8,0.37,1.0,1.0,2.0,0.0,0.0,0.0,1979-11-21,-0.2083488400521449
-0.03,0.38,0.0,0.79,1012.0,0.51,0.5,0.31,0.53,0.2,-0.02,8.6,0.4,-1.06,0.0,-0.5,-3.45,53.43,-6.24,1979.0,11.0,22.0,5.4,-1.32,1.0,1.0,0.0,1.0,0.0,1.0,1979-11-22,-0.2083488400521449
-0.95,-0.59,0.0,0.13,1007.2,-0.49,-0.42,0.66,-0.19,3.7,-0.02,7.48,0.3,-1.27,0.0,-3.45,-3.45,53.43,-6.24,1979.0,11.0,23.0,5.2,-2.3,1.0,1.0,0.0,1.0,1.0,1.0,1979-11-23,-0.2083488400521449
-0.99,-0.54,0.0,-0.71,1007.4,0.2,-0.11,0.31,0.12,4.2,-0.02,5.5,0.6,-0.99,0.6,0.6,-3.45,53.43,-6.24,1979.0,11.0,24.0,4.8,-0.75,1.0,1.0,0.0,0.0,1.0,1.0,1979-11-24,-0.2083488400521449
-0.11,0.27,0.0,0.06,999.7,2.31,2.34,0.19,2.6,0.0,-0.02,7.58,1.0,-0.51,0.0,-0.7,-3.45,53.43,-6.24,1979.0,11.0,25.0,5.5,-1.38,1.0,1.0,0.0,1.0,0.0,1.0,1979-11-25,-0.2083488400521449
0.05,0.13,0.0,0.81,997.8,0.49,2.34,0.19,2.18,4.2,-0.02,9.57,0.2,-1.27,0.0,-3.45,-3.45,53.43,-6.24,1979.0,11.0,26.0,6.9,-2.3,1.0,1.0,0.0,1.0,1.0,1.0,1979-11-26,-0.2083488400521449
-0.07,0.13,0.0,0.37,1006.3,0.69,0.5,0.19,0.74,0.0,-0.02,8.9,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,1979.0,11.0,27.0,6.3,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-11-27,-0.2083488400521449
0.52,0.87,0.0,0.15,1005.5,0.09,0.04,0.07,0.22,0.0,-0.02,9.57,0.8,-0.86,0.8,0.8,-3.45,53.43,-6.24,1979.0,11.0,28.0,5.9,-0.62,1.0,1.0,0.0,0.0,0.0,1.0,1979-11-28,-0.2083488400521449
0.74,1.42,0.0,1.12,1002.6,-0.05,-0.26,0.31,-0.19,0.0,-0.02,10.28,1.3,-0.51,2.0,2.0,-3.45,53.43,-6.24,1979.0,11.0,29.0,4.6,0.18,1.0,1.0,0.0,0.0,0.0,1.0,1979-11-29,-0.2083488400521449
0.17,0.9,0.0,1.04,997.4,2.08,2.19,0.19,2.39,2.8,-0.02,10.0,0.9,-0.79,2.9,2.9,-3.45,53.43,-6.24,1979.0,11.0,30.0,4.1,0.78,1.0,1.0,0.0,0.0,1.0,1.0,1979-11-30,-0.2083488400521449
-0.05,0.33,0.0,0.37,1002.2,1.63,1.27,0.19,1.25,2.2,-0.02,9.2,0.7,-0.92,3.6,3.6,-3.45,53.43,-6.24,1979.0,12.0,1.0,5.5,1.25,1.0,1.0,0.0,0.0,0.0,1.0,1979-12-01,-0.2083488400521449
-0.03,-0.0,0.0,0.9,999.2,0.38,1.27,0.07,0.95,0.0,-0.02,9.45,0.5,-0.99,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,2.0,7.1,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-02,-0.2083488400521449
-0.27,-0.09,0.0,-0.31,1004.9,1.1,1.57,0.19,1.77,4.5,-0.02,7.42,0.6,-0.99,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,3.0,6.3,-2.3,1.0,1.0,0.0,1.0,1.0,1.0,1979-12-03,-0.2083488400521449
0.03,0.31,0.0,-0.29,999.5,1.77,2.64,0.07,2.8,0.0,-0.02,8.15,0.9,-0.65,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,4.0,6.0,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-04,-0.2083488400521449
-0.78,-0.3,0.0,0.27,1002.2,-1.14,-0.88,0.54,-0.91,3.5,-0.02,7.95,0.1,-1.33,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,5.0,4.7,-2.3,1.0,1.0,0.0,1.0,1.0,0.0,1979-12-05,-0.2083488400521449
-0.36,-0.32,1.0,-1.08,1005.3,-1.34,-0.88,0.31,-1.01,0.0,-0.02,7.32,0.3,-1.2,0.0,-1.5,-3.45,53.43,-6.24,1979.0,12.0,6.0,6.9,-1.65,1.0,1.0,2.0,0.0,0.0,0.0,1979-12-06,-0.2083488400521449
0.05,0.99,0.0,0.48,995.6,0.16,-0.11,0.42,-0.19,1.1,-0.02,9.28,0.5,-1.06,0.0,-2.9,-3.45,53.43,-6.24,1979.0,12.0,7.0,3.1,-2.12,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-07,-0.2083488400521449
-0.38,0.29,0.0,0.48,988.4,0.04,0.35,0.54,0.22,3.1,-0.02,8.93,0.4,-1.13,0.0,-0.1,-3.45,53.43,-6.24,1979.0,12.0,8.0,4.1,-1.18,1.0,1.0,0.0,0.0,1.0,1.0,1979-12-08,-0.2083488400521449
-0.15,0.47,0.0,0.15,974.0,1.59,1.73,0.42,1.56,2.2,-0.02,8.22,1.0,-0.65,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,9.0,4.4,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-09,-0.2083488400521449
-0.89,-0.07,0.0,-0.1,968.3,1.52,1.57,0.66,1.77,2.4,-0.02,6.82,0.6,-0.92,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,10.0,3.2,-2.3,1.0,1.0,0.0,1.0,1.0,1.0,1979-12-10,-0.2083488400521449
-1.13,-0.79,0.0,-0.14,983.2,0.13,0.35,1.47,0.02,3.0,-0.02,5.92,0.3,-1.27,0.0,-1.9,-3.45,53.43,-6.24,1979.0,12.0,11.0,5.2,-1.78,1.0,1.0,0.0,1.0,1.0,1.0,1979-12-11,-0.2083488400521449
-0.38,-0.86,1.0,-1.19,989.8,1.07,1.27,0.54,1.67,0.5,-0.02,5.55,0.5,-0.99,0.0,-0.9,-3.45,53.43,-6.24,1979.0,12.0,12.0,9.2,-1.45,1.0,1.0,0.0,0.0,0.0,1.0,1979-12-12,-0.2083488400521449
-1.09,-0.68,0.0,-0.42,983.2,0.42,1.57,0.31,1.46,1.1,-0.02,5.6,0.8,-0.86,0.8,0.8,-3.45,53.43,-6.24,1979.0,12.0,13.0,4.9,-0.62,1.0,1.0,0.0,0.0,0.0,1.0,1979-12-13,-0.2083488400521449
-1.46,-1.29,1.0,-1.29,973.2,-0.38,0.35,-0.86,0.12,2.9,-0.02,3.52,0.2,-1.27,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,14.0,5.8,-2.3,1.0,1.0,0.0,1.0,1.0,1.0,1979-12-14,-0.2083488400521449
-1.58,-1.04,1.0,-0.85,976.7,1.45,1.73,0.89,1.56,1.3,-0.02,3.85,0.3,-1.13,0.0,-2.6,-3.45,53.43,-6.24,1979.0,12.0,15.0,4.1,-2.02,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-15,-0.2083488400521449
-0.68,-1.15,1.0,-1.25,989.0,1.14,2.19,0.54,2.18,0.0,-0.02,3.52,0.7,-0.86,0.0,0.0,-3.45,53.43,-6.24,1979.0,12.0,16.0,9.0,-1.15,1.0,1.0,0.0,0.0,0.0,1.0,1979-12-16,-0.2083488400521449
-1.48,-0.88,0.0,-0.69,994.3,3.43,2.95,0.54,2.6,5.5,-0.02,3.2,1.0,-0.44,1.0,1.0,-3.45,53.43,-6.24,1979.0,12.0,17.0,3.9,-0.48,1.0,1.0,0.0,0.0,1.0,1.0,1979-12-17,-0.2083488400521449
-1.74,-1.02,0.0,-0.81,1004.6,1.05,0.96,0.89,0.84,1.8,-0.02,3.05,0.4,-1.13,0.4,0.4,-3.45,53.43,-6.24,1979.0,12.0,18.0,3.2,-0.88,1.0,1.0,0.0,0.0,0.0,1.0,1979-12-18,-0.2083488400521449
-1.56,-1.04,1.0,-1.35,1015.6,0.45,0.04,1.24,-0.09,5.5,-0.02,2.28,0.4,-1.13,0.8,0.8,-3.45,53.43,-6.24,1979.0,12.0,19.0,4.2,-0.62,1.0,1.0,2.0,0.0,1.0,1.0,1979-12-19,-0.2083488400521449
-1.87,-1.22,1.0,-1.83,1020.0,-0.43,-0.88,1.24,-0.91,1.1,-0.02,1.8,0.2,-1.33,1.0,1.0,-3.45,53.43,-6.24,1979.0,12.0,20.0,3.5,-0.48,1.0,1.0,2.0,0.0,0.0,0.0,1979-12-20,-0.2083488400521449
-1.72,-1.0,1.0,-1.81,1013.1,-0.83,-0.72,-1.09,-0.6,0.1,-0.02,3.22,0.4,-1.13,0.9,0.9,-3.45,53.43,-6.24,1979.0,12.0,21.0,3.2,-0.55,1.0,1.0,2.0,0.0,0.0,0.0,1979-12-21,-0.2083488400521449
-1.93,-1.47,1.0,-2.04,1000.8,-0.99,-0.57,-0.86,-0.4,1.0,-0.02,1.72,0.6,-0.99,1.5,1.5,-3.45,53.43,-6.24,1979.0,12.0,22.0,4.3,-0.15,1.0,1.0,2.0,0.0,0.0,0.0,1979-12-22,-0.2083488400521449
-1.97,-1.27,1.0,-1.56,993.0,-1.3,-1.03,0.77,-1.01,0.0,-0.02,1.65,0.5,-0.99,0.0,-0.8,-3.45,53.43,-6.24,1979.0,12.0,23.0,3.2,-1.42,1.0,1.0,2.0,1.0,0.0,0.0,1979-12-23,-0.2083488400521449
-1.5,-1.51,1.0,-1.52,1001.2,-0.56,-0.88,0.54,-1.01,6.4,-0.02,1.5,0.2,-1.33,0.2,0.2,-3.45,53.43,-6.24,1979.0,12.0,24.0,6.6,-1.02,1.0,1.0,2.0,0.0,2.0,0.0,1979-12-24,-0.2083488400521449
-0.87,-0.88,1.0,-1.75,1003.2,0.27,0.2,-0.16,0.53,3.6,-0.02,1.8,0.5,-1.06,0.3,0.3,-3.45,53.43,-6.24,1979.0,12.0,25.0,6.9,-0.95,1.0,1.0,2.0,0.0,1.0,1.0,1979-12-25,-0.2083488400521449
-0.72,-0.03,0.0,0.25,995.0,0.36,0.35,-0.39,1.56,0.0,-0.02,4.95,0.6,-0.92,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,26.0,3.8,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-26,-0.2083488400521449
-0.78,-1.06,0.0,0.08,983.6,0.42,0.96,-0.74,1.56,0.0,-0.02,5.22,0.3,-1.13,0.0,-3.45,-3.45,53.43,-6.24,1979.0,12.0,27.0,8.1,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1979-12-27,-0.2083488400521449
-1.7,-1.31,1.0,-1.23,991.1,0.78,0.81,0.07,0.74,3.2,-0.02,2.22,0.4,-1.06,0.4,0.4,-3.45,53.43,-6.24,1979.0,12.0,28.0,4.7,-0.88,1.0,1.0,0.0,0.0,1.0,1.0,1979-12-28,-0.2083488400521449
-2.05,-1.22,1.0,-1.12,989.5,1.16,0.2,0.66,0.22,0.4,-0.02,1.8,0.3,-1.2,0.7,0.7,-3.45,53.43,-6.24,1979.0,12.0,29.0,2.6,-0.68,1.0,1.0,0.0,0.0,0.0,1.0,1979-12-29,-0.2083488400521449
-2.03,-1.45,1.0,-1.08,998.9,0.22,-0.42,0.89,-0.4,5.6,-0.02,1.25,0.1,-1.4,0.8,0.8,-3.45,53.43,-6.24,1979.0,12.0,30.0,3.7,-0.62,1.0,1.0,2.0,0.0,1.0,0.0,1979-12-30,-0.2083488400521449
-2.5,-1.78,1.0,-1.48,1004.9,-0.65,-0.88,0.54,-1.01,0.4,-0.02,0.9,0.1,-1.33,0.9,0.9,-3.45,53.43,-6.24,1979.0,12.0,31.0,2.9,-0.55,0.0,1.0,2.0,0.0,0.0,0.0,1979-12-31,-0.2083488400521449
-1.78,-1.94,1.0,-2.0,1007.7,-1.03,-1.03,-2.14,-1.12,2.9,-0.02,0.72,0.4,-1.13,1.3,1.3,-3.45,53.43,-6.24,1980.0,1.0,1.0,7.1,-0.28,1.0,1.0,2.0,0.0,1.0,0.0,1980-01-01,-0.2083488400521449
-1.48,-2.17,1.0,-2.72,1009.6,-0.58,0.2,-0.63,0.12,3.0,-0.02,0.2,0.2,-1.33,0.0,-1.2,-3.45,53.43,-6.24,1980.0,1.0,2.0,9.6,-1.55,1.0,1.0,2.0,1.0,1.0,1.0,1980-01-02,-0.2083488400521449
-0.27,-0.0,1.0,-2.64,995.6,0.81,0.81,0.19,0.95,0.0,-0.02,3.6,0.5,-1.06,0.0,-3.45,-3.45,53.43,-6.24,1980.0,1.0,3.0,5.9,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1980-01-03,-0.2083488400521449
-0.99,-0.43,0.0,-0.58,988.7,1.1,0.65,0.31,0.84,5.4,-0.02,3.9,0.5,-1.06,0.0,0.0,-3.45,53.43,-6.24,1980.0,1.0,4.0,4.3,-1.15,1.0,1.0,0.0,0.0,1.0,1.0,1980-01-04,-0.2083488400521449
-1.19,-0.36,0.0,-0.33,995.0,1.41,0.81,0.77,0.74,4.0,-0.02,3.55,0.8,-0.79,0.8,0.8,-3.45,53.43,-6.24,1980.0,1.0,5.0,3.0,-0.62,1.0,1.0,0.0,0.0,1.0,1.0,1980-01-05,-0.2083488400521449
-1.36,-1.06,0.0,-0.62,1003.5,0.36,0.04,0.66,-0.09,6.1,-0.02,3.18,0.4,-1.2,1.2,1.2,-3.45,53.43,-6.24,1980.0,1.0,6.0,5.3,-0.35,1.0,1.0,0.0,0.0,2.0,1.0,1980-01-06,-0.2083488400521449
-1.36,-1.42,1.0,-2.02,1007.2,-0.49,-0.11,-0.74,-0.29,0.9,-0.02,2.12,0.3,-1.2,1.4,1.4,-3.45,53.43,-6.24,1980.0,1.0,7.0,6.9,-0.22,1.0,1.0,2.0,0.0,0.0,1.0,1980-01-07,-0.2083488400521449
-1.36,-0.3,1.0,-1.04,1007.9,0.87,0.81,-0.63,1.25,0.0,-0.02,3.62,0.9,-0.72,2.3,2.3,-3.45,53.43,-6.24,1980.0,1.0,8.0,1.9,0.38,1.0,1.0,0.0,0.0,0.0,1.0,1980-01-08,-0.2083488400521449
-1.5,-0.43,0.0,0.06,1007.3,0.92,1.27,-0.63,1.46,0.0,-0.02,4.25,0.8,-0.79,0.0,-3.45,-3.45,53.43,-6.24,1980.0,1.0,9.0,1.8,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1980-01-09,-0.2083488400521449
-1.58,-1.06,1.0,-1.39,1018.1,-1.39,-1.49,0.54,-1.43,2.5,-0.02,3.6,0.1,-1.33,0.0,-0.2,-3.45,53.43,-6.24,1980.0,1.0,10.0,4.2,-1.22,1.0,1.0,2.0,0.0,1.0,0.0,1980-01-10,-0.2083488400521449
-1.36,-1.27,1.0,-1.41,1027.1,-0.94,-1.33,0.31,-1.22,0.1,-0.02,3.2,0.2,-1.27,0.0,-0.2,-3.45,53.43,-6.24,1980.0,1.0,11.0,6.2,-1.22,1.0,1.0,2.0,0.0,0.0,0.0,1980-01-11,-0.2083488400521449
-1.91,-1.78,1.0,-1.68,1031.9,-1.41,-1.49,0.89,-1.63,0.4,-0.02,2.65,0.1,-1.33,0.1,0.1,-3.45,53.43,-6.24,1980.0,1.0,12.0,5.8,-1.08,1.0,1.0,2.0,0.0,0.0,0.0,1980-01-12,-0.2083488400521449
-1.56,-1.6,1.0,-1.35,1023.7,-0.9,-0.72,0.31,-0.91,0.0,-0.02,2.65,0.3,-1.2,0.4,0.4,-3.45,53.43,-6.24,1980.0,1.0,13.0,6.7,-0.88,1.0,1.0,2.0,0.0,0.0,0.0,1980-01-13,-0.2083488400521449
-1.62,-1.02,1.0,-0.85,1011.5,0.78,0.96,-2.14,0.95,1.9,-0.02,3.92,0.5,-0.99,0.0,-3.45,-3.45,53.43,-6.24,1980.0,1.0,14.0,3.8,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1980-01-14,-0.2083488400521449
-1.7,-1.02,1.0,-1.0,1011.5,0.76,0.5,-1.91,0.22,0.3,-0.02,3.02,1.0,-0.58,0.2,0.2,-3.45,53.43,-6.24,1980.0,1.0,15.0,3.4,-1.02,1.0,1.0,2.0,0.0,0.0,1.0,1980-01-15,-0.2083488400521449
-2.05,-1.47,1.0,-1.77,1014.3,-0.74,-1.33,1.71,-1.43,0.1,-0.02,1.5,0.4,-1.06,0.6,0.6,-3.45,53.43,-6.24,1980.0,1.0,16.0,3.7,-0.75,1.0,1.0,2.0,0.0,0.0,0.0,1980-01-16,-0.2083488400521449
-2.07,-1.11,1.0,-0.83,1009.4,-1.39,-1.18,1.71,-1.32,0.0,-0.02,1.88,0.5,-1.06,1.1,1.1,-3.45,53.43,-6.24,1980.0,1.0,17.0,2.0,-0.42,0.0,1.0,2.0,0.0,0.0,0.0,1980-01-17,-0.2083488400521449
-1.76,-0.77,0.0,-0.81,997.7,-0.02,0.35,-0.63,0.22,0.0,-0.02,2.38,0.8,-0.72,1.9,1.9,-3.45,53.43,-6.24,1980.0,1.0,18.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,1.0,1980-01-18,-0.2083488400521449
-1.58,-1.27,0.0,-0.29,985.9,0.02,0.35,-0.63,0.74,0.0,-0.02,3.28,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,1980.0,1.0,19.0,5.1,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1980-01-19,-0.2083488400521449
-1.52,-1.31,1.0,-1.14,983.8,0.25,1.27,-0.74,1.98,6.8,-0.02,2.33,0.4,-1.2,0.0,-1.8,-3.45,53.43,-6.24,1980.0,1.0,20.0,5.6,-1.75,1.0,1.0,0.0,1.0,2.0,1.0,1980-01-20,-0.2083488400521449
-1.5,-0.88,1.0,-1.25,967.2,2.22,2.8,0.19,3.01,0.0,-0.02,3.28,0.4,-0.99,0.0,-3.45,-3.45,53.43,-6.24,1980.0,1.0,21.0,3.8,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1980-01-21,-0.2083488400521449
-1.5,-0.72,0.0,-0.5,971.9,2.13,1.42,0.66,1.25,1.6,-0.02,3.35,0.7,-0.79,0.7,0.7,-3.45,53.43,-6.24,1980.0,1.0,22.0,3.1,-0.68,1.0,1.0,0.0,0.0,0.0,1.0,1980-01-22,-0.2083488400521449
-1.44,-1.18,0.0,-0.79,980.3,0.25,-0.26,0.31,0.02,3.4,-0.02,3.45,0.4,-1.13,1.1,1.1,-3.45,53.43,-6.24,1980.0,1.0,23.0,5.4,-0.42,1.0,1.0,0.0,0.0,1.0,1.0,1980-01-23,-0.2083488400521449
-1.4,-1.45,1.0,-1.54,993.8,-0.16,-0.72,0.54,-0.71,6.9,-0.02,2.02,0.3,-1.2,1.4,1.4,-3.45,53.43,-6.24,1980.0,1.0,24.0,6.8,-0.22,1.0,1.0,2.0,0.0,2.0,0.0,1980-01-24,-0.2083488400521449
-1.42,-1.29,1.0,-1.37,1008.1,-0.65,-1.03,0.54,-0.91,6.7,-0.02,1.65,0.3,-1.2,1.7,1.7,-3.45,53.43,-6.24,1980.0,1.0,25.0,6.0,-0.02,1.0,1.0,2.0,0.0,2.0,0.0,1980-01-25,-0.2083488400521449
-1.5,-0.97,1.0,-2.16,1017.2,-0.43,-0.26,-1.33,-0.5,5.7,-0.02,1.62,0.5,-0.99,2.2,2.2,-3.45,53.43,-6.24,1980.0,1.0,26.0,4.2,0.32,1.0,1.0,2.0,0.0,2.0,0.0,1980-01-26,-0.2083488400521449
-1.46,-1.02,1.0,-1.41,1013.8,0.74,0.81,-0.51,1.36,0.3,-0.02,2.15,0.6,-0.92,0.8,0.8,-3.45,53.43,-6.24,1980.0,1.0,27.0,4.6,-0.62,1.0,1.0,2.0,0.0,0.0,1.0,1980-01-27,-0.2083488400521449
-0.46,0.02,0.0,-0.33,1005.7,-0.02,-0.26,-0.39,0.12,0.1,-0.02,5.75,0.6,-0.99,0.0,0.0,-3.45,53.43,-6.24,1980.0,1.0,28.0,4.9,-1.15,1.0,1.0,0.0,0.0,0.0,1.0,1980-01-28,-0.2083488400521449
