max_temp,min_temp,igmin,min_grass,pressure_cbl,wind_speed,max_10minute_wind,dir_10minute_wind,max_gust,sun,dos,soil,potential_evap,evap,smd_wd,smd_md,smd_pd,Latitude,Longitude,year,month,day,temp_range,smd_combined,heatwave,high_wind,Cluster,extreme_rain,solar_cluster,extreme_gust,date,temperature_forecast
-0.83,-0.63,1.0,-1.08,1000.2,0.29,1.27,-0.51,0.84,3.7,-0.02,4.45,0.3,-1.2,0.0,-0.8,-3.45,53.43,-6.24,1999.0,12.0,21.0,6.0,-1.42,1.0,1.0,0.0,0.0,1.0,1.0,1999-12-21,-0.2083488400521449
-0.48,-0.36,1.0,-1.02,992.8,0.92,0.65,-0.28,0.84,0.0,-0.02,6.0,0.9,-0.72,0.0,-3.4,-3.45,53.43,-6.24,1999.0,12.0,22.0,6.5,-2.28,1.0,1.0,0.0,1.0,0.0,1.0,1999-12-22,-0.2083488400521449
-0.6,-0.48,0.0,-0.58,986.3,2.51,2.34,-0.04,2.7,0.0,-0.02,5.4,1.0,-0.58,0.0,-2.5,-3.45,53.43,-6.24,1999.0,12.0,23.0,6.4,-1.98,1.0,1.0,0.0,1.0,0.0,1.0,1999-12-23,-0.2083488400521449
-0.42,-0.5,0.0,-0.39,964.8,2.01,4.79,0.42,4.66,0.8,-0.02,5.65,0.9,-0.65,0.0,-3.45,-3.45,53.43,-6.24,1999.0,12.0,24.0,7.4,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1999-12-24,-0.2083488400521449
-1.8,-1.31,1.0,-1.1,968.8,1.92,1.27,0.66,1.56,1.6,-0.02,4.6,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,1999.0,12.0,25.0,4.2,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1999-12-25,-0.2083488400521449
-1.74,-1.04,1.0,-1.02,973.9,1.57,1.42,0.66,1.46,2.1,-0.02,3.7,0.4,-1.13,0.0,-2.8,-3.45,53.43,-6.24,1999.0,12.0,26.0,3.3,-2.08,1.0,1.0,0.0,1.0,0.0,1.0,1999-12-26,-0.2083488400521449
-1.97,-1.33,1.0,-1.14,981.8,0.29,0.04,0.42,-0.19,0.0,-0.02,3.25,0.3,-1.2,0.3,0.3,-3.45,53.43,-6.24,1999.0,12.0,27.0,3.5,-0.95,1.0,1.0,2.0,0.0,0.0,1.0,1999-12-27,-0.2083488400521449
-2.05,-1.65,1.0,-1.62,994.0,0.02,-0.72,0.77,-0.71,5.0,-0.02,2.62,0.2,-1.33,0.4,0.4,-3.45,53.43,-6.24,1999.0,12.0,28.0,4.5,-0.88,1.0,1.0,2.0,0.0,1.0,0.0,1999-12-28,-0.2083488400521449
-1.76,-1.6,1.0,-1.64,1007.3,-0.22,-0.88,0.77,-1.01,5.3,-0.02,2.25,0.1,-1.4,0.4,0.4,-3.45,53.43,-6.24,1999.0,12.0,29.0,5.7,-0.88,1.0,1.0,2.0,0.0,1.0,0.0,1999-12-29,-0.2083488400521449
-0.87,-0.36,1.0,-1.45,1003.8,0.09,0.04,0.31,0.12,0.0,-0.02,3.72,0.4,-1.13,0.0,-3.45,-3.45,53.43,-6.24,1999.0,12.0,30.0,4.6,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,1999-12-30,-0.2083488400521449
-0.62,-0.54,0.0,-0.41,1006.5,-0.38,-0.11,0.31,-0.09,0.0,-0.02,5.48,0.3,-1.2,0.0,-0.3,-3.45,53.43,-6.24,1999.0,12.0,31.0,6.6,-1.25,1.0,1.0,0.0,0.0,0.0,1.0,1999-12-31,-0.2083488400521449
-1.09,-1.38,1.0,-2.02,1012.0,-0.58,-0.26,0.19,-0.29,6.4,-0.02,4.65,0.2,-1.33,0.1,0.1,-3.45,53.43,-6.24,2000.0,1.0,1.0,8.0,-1.08,1.0,1.0,2.0,0.0,2.0,1.0,2000-01-01,-0.2083488400521449
-0.42,-0.21,1.0,-1.71,1004.8,0.4,0.81,0.19,1.15,3.6,-0.02,5.1,0.5,-1.06,0.3,0.3,-3.45,53.43,-6.24,2000.0,1.0,2.0,6.1,-0.95,1.0,1.0,2.0,0.0,1.0,1.0,2000-01-02,-0.2083488400521449
-0.58,-1.0,0.0,-0.79,1000.9,0.16,1.88,0.54,1.56,0.0,-0.02,5.58,0.5,-1.06,0.5,0.5,-3.45,53.43,-6.24,2000.0,1.0,3.0,8.8,-0.82,1.0,1.0,0.0,0.0,0.0,1.0,2000-01-03,-0.2083488400521449
-1.01,-1.02,1.0,-1.68,996.8,0.78,0.96,0.54,1.25,3.9,-0.02,4.45,0.7,-0.92,0.0,-3.2,-3.45,53.43,-6.24,2000.0,1.0,4.0,6.8,-2.22,1.0,1.0,0.0,1.0,1.0,1.0,2000-01-04,-0.2083488400521449
-0.27,-0.39,1.0,-1.06,990.0,2.51,1.88,0.07,2.18,0.0,-0.02,5.08,1.3,-0.24,1.2,1.2,-3.45,53.43,-6.24,2000.0,1.0,5.0,7.6,-0.35,1.0,1.0,0.0,0.0,0.0,1.0,2000-01-05,-0.2083488400521449
-0.95,-0.59,0.0,-0.66,993.3,1.23,1.88,0.19,1.87,5.0,-0.02,5.62,0.7,-0.92,2.0,2.0,-3.45,53.43,-6.24,2000.0,1.0,6.0,5.2,0.18,1.0,1.0,0.0,0.0,1.0,1.0,2000-01-06,-0.2083488400521449
-0.54,-0.39,1.0,-1.02,994.0,2.57,2.03,0.19,2.18,0.0,-0.02,6.0,1.1,-0.44,1.7,1.7,-3.45,53.43,-6.24,2000.0,1.0,7.0,6.3,-0.02,1.0,1.0,0.0,0.0,0.0,1.0,2000-01-07,-0.2083488400521449
-1.58,-1.13,1.0,-0.85,1001.3,1.39,0.81,0.42,0.74,5.5,-0.02,4.92,0.6,-0.99,2.3,2.3,-3.45,53.43,-6.24,2000.0,1.0,8.0,4.5,0.38,1.0,1.0,2.0,0.0,1.0,1.0,2000-01-08,-0.2083488400521449
-1.64,-1.29,1.0,-1.35,1013.9,-0.09,-0.26,0.54,-0.5,6.3,-0.02,3.48,0.3,-1.27,2.5,2.5,-3.45,53.43,-6.24,2000.0,1.0,9.0,4.9,0.52,1.0,1.0,2.0,0.0,2.0,0.0,2000-01-09,-0.2083488400521449
-0.72,-0.84,1.0,-1.79,1015.8,0.83,0.65,0.07,1.05,0.0,-0.02,4.12,0.6,-0.92,2.6,2.6,-3.45,53.43,-6.24,2000.0,1.0,10.0,7.4,0.58,1.0,1.0,2.0,0.0,0.0,1.0,2000-01-10,-0.2083488400521449
-0.46,-1.24,1.0,-1.71,1011.2,-0.45,1.11,0.07,1.36,0.0,-0.02,4.97,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,2000.0,1.0,11.0,10.5,-2.3,1.0,1.0,2.0,1.0,0.0,1.0,2000-01-11,-0.2083488400521449
-1.42,-1.2,0.0,0.02,1006.5,-0.94,-0.72,1.47,-0.5,0.0,-0.02,5.82,0.4,-1.13,0.0,-3.45,-3.45,53.43,-6.24,2000.0,1.0,12.0,5.6,-2.3,1.0,1.0,2.0,1.0,0.0,0.0,2000-01-12,-0.2083488400521449
-1.56,-1.27,1.0,-1.23,1009.7,0.22,0.2,-2.38,0.33,5.9,-0.02,4.38,0.4,-1.2,0.0,-1.6,-3.45,53.43,-6.24,2000.0,1.0,13.0,5.2,-1.68,1.0,1.0,2.0,0.0,2.0,1.0,2000-01-13,-0.2083488400521449
-1.74,-1.24,1.0,-1.1,1021.5,0.16,-0.11,-2.26,-0.09,1.2,-0.02,3.82,0.7,-0.86,0.6,0.6,-3.45,53.43,-6.24,2000.0,1.0,14.0,4.2,-0.75,1.0,1.0,2.0,0.0,0.0,1.0,2000-01-14,-0.2083488400521449
-1.74,-1.58,1.0,-2.0,1031.1,-0.94,-1.03,-2.26,-1.12,4.0,-0.02,3.02,0.4,-1.13,1.0,1.0,-3.45,53.43,-6.24,2000.0,1.0,15.0,5.7,-0.48,1.0,1.0,2.0,0.0,1.0,0.0,2000-01-15,-0.2083488400521449
-1.36,-0.75,1.0,-1.7,1033.4,-0.92,-1.18,1.01,-1.12,0.0,-0.02,3.8,0.4,-1.13,1.4,1.4,-3.45,53.43,-6.24,2000.0,1.0,16.0,3.9,-0.22,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-16,-0.2083488400521449
-1.05,-0.18,1.0,-1.19,1031.4,-0.67,-0.88,1.12,-0.91,2.8,-0.02,4.95,0.3,-1.2,1.7,1.7,-3.45,53.43,-6.24,2000.0,1.0,17.0,2.9,-0.02,1.0,1.0,2.0,0.0,1.0,0.0,2000-01-17,-0.2083488400521449
-1.23,-1.09,0.0,-0.39,1029.8,-0.94,-1.18,1.36,-1.01,0.0,-0.02,5.58,0.3,-1.13,2.0,2.0,-3.45,53.43,-6.24,2000.0,1.0,18.0,6.0,0.18,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-18,-0.2083488400521449
-1.36,-0.5,1.0,-1.46,1028.7,-1.57,-1.79,0.54,-1.63,0.0,-0.02,5.38,0.4,-1.06,2.5,2.5,-3.45,53.43,-6.24,2000.0,1.0,19.0,2.8,0.52,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-19,-0.2083488400521449
-1.6,-1.0,0.0,-0.5,1026.1,-0.47,-0.72,0.77,-0.81,0.4,-0.02,5.2,0.3,-1.2,2.7,2.7,-3.45,53.43,-6.24,2000.0,1.0,20.0,3.8,0.65,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-20,-0.2083488400521449
-1.34,-1.22,1.0,-1.48,1024.4,-0.52,-0.57,0.66,-0.71,0.1,-0.02,4.95,0.4,-1.06,3.1,3.1,-3.45,53.43,-6.24,2000.0,1.0,21.0,6.1,0.92,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-21,-0.2083488400521449
-1.05,-0.68,1.0,-0.83,1018.5,0.72,0.81,0.66,0.84,4.2,-0.02,5.03,0.7,-0.86,3.3,3.3,-3.45,53.43,-6.24,2000.0,1.0,22.0,5.1,1.05,1.0,1.0,2.0,0.0,1.0,1.0,2000-01-22,-0.2083488400521449
-1.4,-1.09,1.0,-1.16,1019.0,-0.99,-1.03,1.47,-1.01,5.6,-0.02,4.9,0.4,-1.13,3.6,3.6,-3.1,53.43,-6.24,2000.0,1.0,23.0,5.2,1.37,1.0,1.0,2.0,0.0,1.0,0.0,2000-01-23,-0.2083488400521449
-1.13,-1.69,1.0,-1.08,1017.3,-1.01,-1.18,0.66,-1.32,0.5,-0.02,4.7,0.3,-1.2,3.6,3.6,-3.0,53.43,-6.24,2000.0,1.0,24.0,9.2,1.4,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-24,-0.2083488400521449
-2.33,-2.08,1.0,-2.12,1019.8,-1.08,-1.33,0.77,-1.53,0.0,-0.02,3.75,0.1,-1.33,3.6,3.6,-2.8,53.43,-6.24,2000.0,1.0,25.0,5.0,1.47,0.0,1.0,2.0,0.0,0.0,0.0,2000-01-25,-0.2083488400521449
-2.48,-1.81,1.0,-1.29,1021.5,-1.21,-1.18,0.66,-1.32,0.0,-0.02,3.48,0.1,-1.33,3.7,3.7,-2.6,53.43,-6.24,2000.0,1.0,26.0,3.1,1.6,0.0,1.0,2.0,0.0,0.0,0.0,2000-01-26,-0.2083488400521449
-1.72,-1.63,1.0,-1.45,1015.4,0.04,-0.26,0.42,-0.4,0.0,-0.02,3.52,0.2,-1.2,3.8,3.8,-2.3,53.43,-6.24,2000.0,1.0,27.0,6.0,1.77,1.0,1.0,2.0,0.0,0.0,0.0,2000-01-27,-0.2083488400521449
-0.6,-0.52,1.0,-0.93,997.4,2.35,2.03,0.54,1.67,0.0,-0.02,4.62,0.5,-0.92,3.3,3.3,-2.7,53.43,-6.24,2000.0,1.0,28.0,6.6,1.3,1.0,1.0,0.0,0.0,0.0,1.0,2000-01-28,-0.2083488400521449
-0.48,0.42,0.0,0.04,989.3,3.45,2.8,0.66,2.6,1.0,-0.02,6.68,0.9,-0.58,3.3,3.3,-2.5,53.43,-6.24,2000.0,1.0,29.0,3.0,1.37,1.0,1.0,0.0,0.0,0.0,1.0,2000-01-29,-0.2083488400521449
-0.38,0.36,0.0,0.15,997.7,3.0,2.64,0.54,2.6,0.2,-0.02,7.3,0.8,-0.65,1.4,1.4,-3.45,53.43,-6.24,2000.0,1.0,30.0,3.8,-0.22,1.0,1.0,0.0,1.0,0.0,1.0,2000-01-30,-0.2083488400521449
-0.32,0.38,0.0,0.23,1002.3,1.07,1.57,0.54,1.87,0.0,-0.02,8.0,0.7,-0.79,0.0,-1.3,-3.45,53.43,-6.24,2000.0,1.0,31.0,4.0,-1.58,1.0,1.0,0.0,1.0,0.0,1.0,2000-01-31,-0.2083488400521449
-0.62,-0.66,0.0,0.44,1000.3,0.6,0.65,0.19,0.64,0.0,-0.02,7.85,0.5,-0.92,0.0,-0.9,-3.45,53.43,-6.24,2000.0,2.0,1.0,7.1,-1.45,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-01,-0.2083488400521449
-0.81,-0.9,1.0,-1.02,1012.1,0.89,0.81,0.66,0.64,5.5,-0.02,6.18,0.8,-0.72,0.8,0.8,-3.45,53.43,-6.24,2000.0,2.0,2.0,7.3,-0.62,1.0,1.0,2.0,0.0,1.0,1.0,2000-02-02,-0.2083488400521449
-0.54,-0.5,0.0,-0.75,1017.3,0.09,0.35,0.31,0.33,0.0,-0.02,6.18,0.5,-0.99,0.0,-0.2,-3.45,53.43,-6.24,2000.0,2.0,3.0,6.8,-1.22,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-03,-0.2083488400521449
0.09,0.69,0.0,0.23,1013.2,1.16,0.5,0.31,0.64,1.8,-0.02,7.8,1.2,-0.51,1.2,1.2,-3.45,53.43,-6.24,2000.0,2.0,4.0,4.6,-0.35,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-04,-0.2083488400521449
-0.54,0.2,0.0,-0.23,1007.8,0.81,0.5,0.19,0.53,0.4,-0.02,7.8,0.8,-0.79,0.5,0.5,-3.45,53.43,-6.24,2000.0,2.0,5.0,3.7,-0.82,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-05,-0.2083488400521449
-0.42,-0.57,1.0,-1.04,995.8,1.48,3.1,0.42,3.11,0.5,-0.02,7.35,1.1,-0.44,1.1,1.1,-3.45,53.43,-6.24,2000.0,2.0,6.0,7.7,-0.42,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-06,-0.2083488400521449
-0.4,-0.57,1.0,-0.89,992.2,2.46,2.03,0.54,2.18,2.9,-0.02,6.55,1.1,-0.38,0.0,-0.1,-3.45,53.43,-6.24,2000.0,2.0,7.0,7.8,-1.18,1.0,1.0,0.0,1.0,1.0,1.0,2000-02-07,-0.2083488400521449
-0.56,-1.04,0.0,-0.21,991.8,2.64,3.26,0.66,3.32,4.4,-0.02,6.4,0.8,-0.65,0.0,-3.45,-3.45,53.43,-6.24,2000.0,2.0,8.0,9.1,-2.3,1.0,1.0,0.0,1.0,1.0,1.0,2000-02-08,-0.2083488400521449
-0.54,-0.68,1.0,-0.91,1000.0,1.95,1.42,-0.16,1.56,0.9,-0.02,5.55,1.3,-0.24,1.2,1.2,-3.45,53.43,-6.24,2000.0,2.0,9.0,7.6,-0.35,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-09,-0.2083488400521449
-0.68,-0.81,0.0,-0.81,998.1,2.31,2.19,-0.04,2.18,7.4,-0.02,5.98,0.9,-0.51,0.0,-3.2,-3.45,53.43,-6.24,2000.0,2.0,10.0,7.5,-2.22,1.0,1.0,0.0,1.0,2.0,1.0,2000-02-10,-0.2083488400521449
-0.66,-0.7,1.0,-1.06,1004.7,1.95,2.19,0.07,2.7,4.4,-0.02,5.28,1.0,-0.44,0.0,-2.0,-3.45,53.43,-6.24,2000.0,2.0,11.0,7.1,-1.82,1.0,1.0,0.0,1.0,1.0,1.0,2000-02-11,-0.2083488400521449
-1.29,-1.15,1.0,-1.06,1000.1,1.34,0.81,0.42,1.25,5.4,-0.02,5.48,0.6,-0.86,0.0,-0.7,-3.45,53.43,-6.24,2000.0,2.0,12.0,6.0,-1.38,1.0,1.0,0.0,0.0,1.0,1.0,2000-02-12,-0.2083488400521449
-1.11,-1.31,1.0,-1.25,1008.0,-0.49,-0.11,0.54,-0.19,8.4,-0.02,4.88,0.7,-0.79,0.7,0.7,-3.45,53.43,-6.24,2000.0,2.0,13.0,7.6,-0.68,1.0,1.0,2.0,0.0,2.0,1.0,2000-02-13,-0.2083488400521449
-0.32,-1.15,1.0,-2.0,1005.0,0.49,0.96,0.66,0.43,2.1,-0.02,5.22,0.9,-0.65,0.0,-3.45,-3.45,53.43,-6.24,2000.0,2.0,14.0,10.8,-2.3,1.0,1.0,2.0,1.0,0.0,1.0,2000-02-14,-0.2083488400521449
-1.42,-1.36,1.0,-1.06,999.6,0.92,0.81,0.77,0.95,0.4,-0.02,5.25,0.7,-0.79,0.0,-1.6,-3.45,53.43,-6.24,2000.0,2.0,15.0,6.3,-1.68,1.0,1.0,0.0,1.0,0.0,1.0,2000-02-15,-0.2083488400521449
-1.72,-1.47,1.0,-1.29,995.2,1.75,1.42,0.89,1.67,3.2,-0.02,4.05,0.7,-0.72,0.0,-0.7,-3.45,53.43,-6.24,2000.0,2.0,16.0,5.3,-1.38,1.0,1.0,0.0,0.0,1.0,1.0,2000-02-16,-0.2083488400521449
-0.58,-1.42,1.0,-1.5,996.8,0.58,1.27,0.66,1.25,0.1,-0.02,4.08,0.5,-0.92,0.0,-1.8,-3.45,53.43,-6.24,2000.0,2.0,17.0,10.7,-1.75,1.0,1.0,0.0,1.0,0.0,1.0,2000-02-17,-0.2083488400521449
-0.74,-0.18,1.0,-0.85,993.2,1.88,1.73,0.66,1.98,4.0,-0.02,5.55,1.2,-0.31,0.6,0.6,-3.45,53.43,-6.24,2000.0,2.0,18.0,4.4,-0.75,1.0,1.0,0.0,0.0,1.0,1.0,2000-02-18,-0.2083488400521449
-0.95,-1.29,0.0,-0.54,1007.0,-0.56,-0.11,0.77,-0.19,7.3,-0.02,5.55,0.7,-0.72,1.3,1.3,-3.45,53.43,-6.24,2000.0,2.0,19.0,8.3,-0.28,1.0,1.0,2.0,0.0,2.0,1.0,2000-02-19,-0.2083488400521449
-0.72,-1.54,1.0,-2.2,1012.7,-0.31,0.04,0.42,-0.29,0.3,-0.02,4.6,0.7,-0.79,0.2,0.2,-3.45,53.43,-6.24,2000.0,2.0,20.0,10.5,-1.02,1.0,1.0,2.0,0.0,0.0,1.0,2000-02-20,-0.2083488400521449
-1.13,-1.2,1.0,-1.33,1013.5,-0.36,0.2,0.66,-0.09,7.8,-0.02,5.0,0.8,-0.65,1.1,1.1,-3.45,53.43,-6.24,2000.0,2.0,21.0,7.0,-0.42,1.0,1.0,2.0,0.0,2.0,1.0,2000-02-21,-0.2083488400521449
-0.95,-1.02,1.0,-1.52,1008.6,-0.05,0.04,-0.51,0.22,0.3,-0.02,5.1,0.7,-0.79,1.7,1.7,-3.45,53.43,-6.24,2000.0,2.0,22.0,7.1,-0.02,1.0,1.0,2.0,0.0,0.0,1.0,2000-02-22,-0.2083488400521449
0.07,-0.32,1.0,-1.0,1004.0,0.78,1.11,0.66,1.46,0.7,-0.02,6.5,1.0,-0.58,1.8,1.8,-3.45,53.43,-6.24,2000.0,2.0,23.0,9.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,2000-02-23,-0.2083488400521449
-0.95,-1.27,1.0,-0.98,1008.2,0.49,0.35,0.77,0.64,2.2,-0.02,6.12,1.0,-0.51,2.1,2.1,-3.45,53.43,-6.24,2000.0,2.0,24.0,8.2,0.25,1.0,1.0,2.0,0.0,0.0,1.0,2000-02-24,-0.2083488400521449
-0.85,-1.31,1.0,-1.39,1013.7,0.27,0.35,0.54,0.22,7.7,-0.02,5.08,1.0,-0.44,3.0,3.0,-3.45,53.43,-6.24,2000.0,2.0,25.0,8.9,0.85,1.0,1.0,2.0,0.0,2.0,1.0,2000-02-25,-0.2083488400521449
-0.36,-0.79,1.0,-1.37,1007.3,0.69,0.81,-0.04,0.84,3.1,-0.02,5.68,1.0,-0.51,3.8,3.8,-3.0,53.43,-6.24,2000.0,2.0,26.0,9.0,1.53,1.0,1.0,2.0,0.0,1.0,1.0,2000-02-26,-0.2083488400521449
-0.5,-0.14,0.0,0.38,994.3,1.23,1.11,-0.04,1.36,0.0,-0.02,7.15,1.0,-0.51,0.6,0.6,-3.45,53.43,-6.24,2000.0,2.0,27.0,5.4,-0.75,1.0,1.0,0.0,1.0,0.0,1.0,2000-02-27,-0.2083488400521449
-1.09,-0.84,0.0,-0.75,992.8,1.75,1.42,0.54,1.87,7.1,-0.02,6.0,1.3,-0.1,0.7,0.7,-3.45,53.43,-6.24,2000.0,2.0,28.0,5.6,-0.68,1.0,1.0,0.0,0.0,2.0,1.0,2000-02-28,-0.2083488400521449
-0.97,-0.93,1.0,-1.0,988.7,-0.22,0.5,1.01,0.33,2.3,-0.02,5.75,0.8,-0.65,0.0,-1.6,-3.45,53.43,-6.24,2000.0,2.0,29.0,6.6,-1.68,1.0,1.0,0.0,1.0,0.0,1.0,2000-02-29,-0.2083488400521449
-1.03,-1.06,1.0,-1.1,1002.0,0.38,0.2,1.12,0.43,9.0,-0.02,5.15,1.3,-0.17,1.2,1.2,-3.45,53.43,-6.24,2000.0,3.0,1.0,6.9,-0.35,1.0,1.0,2.0,0.0,2.0,1.0,2000-03-01,-0.2083488400521449
-0.5,-0.43,1.0,-1.33,998.7,2.66,2.49,0.54,2.18,0.0,-0.02,5.82,0.9,-0.44,0.0,-3.45,-3.45,53.43,-6.24,2000.0,3.0,2.0,6.7,-2.3,1.0,1.0,0.0,1.0,0.0,1.0,2000-03-02,-0.2083488400521449
-0.97,-1.47,1.0,-0.98,1001.8,0.65,0.35,0.89,0.64,7.7,-0.02,6.38,1.1,-0.31,1.0,1.0,-3.45,53.43,-6.24,2000.0,3.0,3.0,9.0,-0.48,1.0,1.0,2.0,0.0,2.0,1.0,2000-03-03,-0.2083488400521449
-1.11,-1.76,1.0,-1.62,1017.7,-0.27,-0.57,0.77,-0.71,7.0,-0.02,4.97,1.0,-0.44,2.0,2.0,-3.45,53.43,-6.24,2000.0,3.0,4.0,9.6,0.18,1.0,1.0,2.0,0.0,2.0,0.0,2000-03-04,-0.2083488400521449
-0.62,-1.81,1.0,-2.16,1017.0,0.6,0.65,0.07,0.74,5.5,-0.02,4.88,0.9,-0.44,2.9,2.9,-3.45,53.43,-6.24,2000.0,3.0,5.0,12.2,0.78,1.0,1.0,2.0,0.0,1.0,1.0,2000-03-05,-0.2083488400521449
0.32,0.58,0.0,-0.33,1011.0,1.41,1.27,0.54,1.15,5.9,-0.02,6.98,1.7,0.17,4.6,4.6,-3.45,53.43,-6.24,2000.0,3.0,6.0,6.2,1.92,1.0,1.0,0.0,0.0,2.0,1.0,2000-03-06,-0.2083488400521449
0.11,0.74,0.0,0.19,1007.7,1.81,0.96,0.31,0.74,0.1,-0.02,8.2,1.2,-0.24,2.7,2.7,-3.45,53.43,-6.24,2000.0,3.0,7.0,4.5,0.65,1.0,1.0,0.0,1.0,0.0,1.0,2000-03-07,-0.2083488400521449
0.11,1.26,0.0,1.08,1007.2,3.25,1.73,0.54,1.56,0.0,-0.02,9.52,1.0,-0.38,2.6,2.6,-3.45,53.43,-6.24,2000.0,3.0,8.0,2.2,0.58,1.0,1.0,0.0,0.0,0.0,1.0,2000-03-08,-0.2083488400521449
0.03,0.67,0.0,0.38,1013.8,1.86,2.19,0.66,1.77,2.8,-0.02,9.8,1.3,-0.1,3.8,3.8,-3.45,53.43,-6.24,2000.0,3.0,9.0,4.4,1.38,1.0,1.0,0.0,0.0,1.0,1.0,2000-03-09,-0.2083488400521449
-0.42,0.67,0.0,0.67,1014.9,1.36,0.81,0.54,0.74,0.0,-0.02,9.48,1.0,-0.44,4.8,4.8,-2.5,53.43,-6.24,2000.0,3.0,10.0,2.2,2.37,1.0,1.0,0.0,0.0,0.0,1.0,2000-03-10,-0.2083488400521449
-0.32,-0.68,0.0,0.42,1014.5,-0.05,0.2,0.89,0.02,5.1,-0.02,9.02,1.3,-0.17,5.75,5.75,-1.1,53.43,-6.24,2000.0,3.0,11.0,8.7,3.47,1.0,1.0,1.0,0.0,1.0,1.0,2000-03-11,-0.2083488400521449
-0.4,-0.75,1.0,-1.08,1016.2,-0.09,0.04,0.77,-0.19,0.2,-0.02,8.4,0.8,-0.65,5.75,5.75,-0.5,53.43,-6.24,2000.0,3.0,12.0,8.6,3.67,1.0,1.0,2.0,0.0,0.0,1.0,2000-03-12,-0.2083488400521449
0.19,0.6,0.0,0.62,1015.1,1.1,1.11,0.66,0.95,1.2,-0.02,9.2,1.8,0.24,5.75,5.75,1.3,53.43,-6.24,2000.0,3.0,13.0,5.5,4.27,1.0,1.0,1.0,0.0,0.0,1.0,2000-03-13,-0.2083488400521449
-0.66,-0.88,0.0,0.29,1019.0,0.58,0.65,1.12,0.64,5.6,-0.02,8.95,0.9,-0.38,5.75,5.75,1.4,53.43,-6.24,2000.0,3.0,14.0,7.9,4.3,1.0,1.0,1.0,0.0,2.0,1.0,2000-03-14,-0.2083488400521449
-0.68,-1.04,1.0,-1.0,1025.6,-0.11,-0.11,0.66,-0.29,0.2,-0.02,7.82,1.0,-0.51,5.75,5.75,2.4,53.43,-6.24,2000.0,3.0,15.0,8.5,4.63,1.0,1.0,2.0,0.0,0.0,1.0,2000-03-15,-0.2083488400521449
-0.62,0.15,0.0,0.44,1025.9,-1.01,-1.33,0.66,-1.32,0.2,-0.02,8.32,0.9,-0.65,5.75,5.75,3.3,53.43,-6.24,2000.0,3.0,16.0,3.5,4.93,1.0,1.0,1.0,0.0,0.0,0.0,2000-03-16,-0.2083488400521449
-0.58,0.27,0.0,0.54,1026.2,-0.72,-0.88,0.77,-0.91,0.0,-0.02,8.78,1.0,-0.51,5.75,5.75,4.3,53.43,-6.24,2000.0,3.0,17.0,3.2,5.27,1.0,1.0,1.0,0.0,0.0,0.0,2000-03-17,-0.2083488400521449
-0.07,0.29,0.0,0.48,1028.1,-1.46,-1.33,1.01,-1.43,1.3,-0.02,9.15,1.0,-0.58,5.75,5.75,3.7,53.43,-6.24,2000.0,3.0,18.0,5.6,5.07,1.0,1.0,1.0,0.0,0.0,0.0,2000-03-18,-0.2083488400521449
0.17,0.15,0.0,-0.29,1026.7,-1.05,-1.33,0.89,-1.32,2.9,-0.02,9.7,1.3,-0.24,5.75,5.75,5.0,53.43,-6.24,2000.0,3.0,19.0,7.4,5.5,1.0,1.0,1.0,0.0,1.0,0.0,2000-03-19,-0.2083488400521449
-0.68,-0.03,0.0,0.19,1020.3,-1.21,-1.64,0.77,-1.74,0.0,-0.02,9.6,1.0,-0.58,5.75,5.75,5.75,53.43,-6.24,2000.0,3.0,20.0,4.0,5.75,1.0,1.0,1.0,0.0,0.0,0.0,2000-03-20,-0.2083488400521449
-0.74,0.04,0.0,0.31,1011.9,-1.34,-1.49,0.66,-1.53,0.0,-0.02,9.2,1.1,-0.44,5.75,5.75,5.75,53.43,-6.24,2000.0,3.0,21.0,3.4,5.75,1.0,1.0,1.0,0.0,0.0,0.0,2000-03-21,-0.2083488400521449
-1.01,-0.75,0.0,0.08,1005.8,-0.99,-1.03,-1.79,-1.01,0.1,-0.02,9.02,1.0,-0.51,5.75,5.75,5.75,53.43,-6.24,2000.0,3.0,22.0,5.6,5.75,1.0,1.0,1.0,0.0,0.0,0.0,2000-03-22,-0.2083488400521449
-0.48,-1.0,1.0,-1.73,996.6,-0.43,-0.57,-0.86,-0.5,0.7,-0.02,8.28,0.9,-0.65,5.75,5.75,5.75,53.43,-6.24,2000.0,3.0,23.0,9.3,5.75,1.0,1.0,2.0,0.0,0.0,0.0,2000-03-23,-0.2083488400521449
