date,temperature_forecast
2025-05-07,-0.18200037612908268
2025-05-08,-0.19175900648678026
2025-05-09,-0.20314402585780703
2025-05-10,-0.20774984390294607
2025-05-11,-0.2031139505833711
2025-05-12,-0.2077698185149993
2025-05-13,-0.20503464916820935
2025-05-14,-0.18049449725340036
2025-05-15,-0.18530696599662835
2025-05-16,-0.17377764203989435
2025-05-17,-0.18507093377285103
2025-05-18,-0.16874171156723608
2025-05-19,-0.1819641872830111
2025-05-20,-0.19172281764070864
2025-05-21,-0.20310783701173543
2025-05-22,-0.20771365505687447
2025-05-23,-0.20307776173729947
2025-05-24,-0.2077336296689277
2025-05-25,-0.20499846032213775
2025-05-26,-0.18045830840732874
2025-05-27,-0.18527077715055676
2025-05-28,-0.17374145319382275
2025-05-29,-0.18503474492677943
2025-05-30,-0.16870552272116449
2025-05-31,-0.1819279984369395
2025-06-01,-0.19168662879463705
2025-06-02,-0.20307164816566384
2025-06-03,-0.20767746621080288
2025-06-04,-0.20304157289122787
2025-06-05,-0.2076974408228561
2025-06-06,-0.20496227147606613
2025-06-07,-0.18042211956125714
2025-06-08,-0.18523458830448516
2025-06-09,-0.17370526434775113
2025-06-10,-0.18499855608070784
2025-06-11,-0.1686693338750929
2025-06-12,-0.18189180959086787
2025-06-13,-0.19165043994856545
2025-06-14,-0.20303545931959224
2025-06-15,-0.20764127736473126
2025-06-16,-0.20300538404515628
2025-06-17,-0.2076612519767845
2025-06-18,-0.20492608262999454
2025-06-19,-0.18038593071518555
2025-06-20,-0.18519839945841357
2025-06-21,-0.17366907550167954
2025-06-22,-0.18496236723463624
2025-06-23,-0.16863314502902127
2025-06-24,-0.18185562074479628
2025-06-25,-0.19161425110249386
2025-06-26,-0.20299927047352062
2025-06-27,-0.20760508851865966
2025-06-28,-0.20296919519908468
2025-06-29,-0.20762506313071288
2025-06-30,-0.20488989378392294
2025-07-01,-0.18034974186911396
2025-07-02,-0.18516221061234195
2025-07-03,-0.17363288665560794
2025-07-04,-0.18492617838856465
2025-07-05,-0.16859695618294968
2025-07-06,-0.18181943189872468
2025-07-07,-0.19157806225642227
2025-07-08,-0.20296308162744903
2025-07-09,-0.20756889967258807
2025-07-10,-0.2029330063530131
2025-07-11,-0.2075888742846413
2025-07-12,-0.20485370493785135
2025-07-13,-0.18031355302304233
2025-07-14,-0.18512602176627035
2025-07-15,-0.17359669780953635
2025-07-16,-0.18488998954249303
2025-07-17,-0.16856076733687808
2025-07-18,-0.1817832430526531
2025-07-19,-0.19154187341035064
2025-07-20,-0.20292689278137743
2025-07-21,-0.20753271082651648
2025-07-22,-0.20289681750694147
2025-07-23,-0.2075526854385697
2025-07-24,-0.20481751609177976
2025-07-25,-0.18027736417697074
2025-07-26,-0.18508983292019876
2025-07-27,-0.17356050896346475
2025-07-28,-0.18485380069642143
2025-07-29,-0.1685245784908065
2025-07-30,-0.1817470542065815
2025-07-31,-0.19150568456427905
2025-08-01,-0.20289070393530584
2025-08-02,-0.20749652198044485
2025-08-03,-0.20286062866086987
2025-08-04,-0.2075164965924981
2025-08-05,-0.20478132724570813
2025-08-06,-0.18024117533089914
2025-08-07,-0.18505364407412717
2025-08-08,-0.17352432011739313
2025-08-09,-0.18481761185034984
2025-08-10,-0.1684883896447349
2025-08-11,-0.18171086536050987
2025-08-12,-0.19146949571820746
2025-08-13,-0.20285451508923424
2025-08-14,-0.20746033313437326
2025-08-15,-0.20282443981479828
2025-08-16,-0.2074803077464265
2025-08-17,-0.20474513839963654
2025-08-18,-0.18020498648482755
2025-08-19,-0.18501745522805554
2025-08-20,-0.17348813127132154
2025-08-21,-0.18478142300427824
2025-08-22,-0.16845220079866327
2025-08-23,-0.18167467651443828
2025-08-24,-0.19143330687213586
2025-08-25,-0.20281832624316262
2025-08-26,-0.20742414428830167
2025-08-27,-0.20278825096872669
2025-08-28,-0.20744411890035488
2025-08-29,-0.20470894955356495
2025-08-30,-0.18016879763875596
2025-08-31,-0.18498126638198395
2025-09-01,-0.17345194242524994
2025-09-02,-0.18474523415820665
2025-09-03,-0.16841601195259168
2025-09-04,-0.18163848766836668
2025-09-05,-0.19139711802606427
2025-09-06,-0.20278213739709103
2025-09-07,-0.20738795544223007
2025-09-08,-0.20275206212265506
2025-09-09,-0.2074079300542833
2025-09-10,-0.20467276070749335
2025-09-11,-0.18013260879268433
2025-09-12,-0.18494507753591236
2025-09-13,-0.17341575357917835
2025-09-14,-0.18470904531213503
2025-09-15,-0.16837982310652008
2025-09-16,-0.1816022988222951
2025-09-17,-0.19136092917999264
2025-09-18,-0.20274594855101943
2025-09-19,-0.20735176659615848
2025-09-20,-0.20271587327658347
2025-09-21,-0.2073717412082117
2025-09-22,-0.20463657186142176
2025-09-23,-0.18009641994661274
2025-09-24,-0.18490888868984076
2025-09-25,-0.17337956473310673
2025-09-26,-0.18467285646606343
2025-09-27,-0.1683436342604485
2025-09-28,-0.18156610997622347
2025-09-29,-0.19132474033392105
2025-09-30,-0.20270975970494784
2025-10-01,-0.20731557775008685
2025-10-02,-0.20267968443051187
2025-10-03,-0.2073355523621401
2025-10-04,-0.20460038301535013
2025-10-05,-0.18006023110054115
2025-10-06,-0.18487269984376917
2025-10-07,-0.17334337588703513
2025-10-08,-0.18463666761999184
2025-10-09,-0.1683074454143769
2025-10-10,-0.18152992113015187
2025-10-11,-0.19128855148784946
2025-10-12,-0.20267357085887625
2025-10-13,-0.20727938890401526
2025-10-14,-0.20264349558444028
2025-10-15,-0.20729936351606848
2025-10-16,-0.20456419416927854
2025-10-17,-0.18002404225446955
2025-10-18,-0.18483651099769755
2025-10-19,-0.17330718704096354
2025-10-20,-0.18460047877392025
2025-10-21,-0.16827125656830527
2025-10-22,-0.18149373228408028
2025-10-23,-0.19125236264177786
2025-10-24,-0.20263738201280462
2025-10-25,-0.20724320005794367
2025-10-26,-0.2026073067383687
2025-10-27,-0.20726317466999689
2025-10-28,-0.20452800532320695
2025-10-29,-0.17998785340839796
2025-10-30,-0.18480032215162595
2025-10-31,-0.17327099819489195
